usuario,Fullname,contenido,fecha,enlace,TipoDeTweet,UsuarioOriginal,EnlaceOriginal,comments,retweets,quotes,hearts,plays,Likes,Followers,Following,Tweets,Bio,Ubicacion,JoinDate,Website,IsVerified,IsProtected,search_keyword,keyword_languages,sentimiento,topic
autodefensas.bsky.social,👁️‍🗨️SigWar_OpX📡Δ,"Patxi López considera que proponer la prohibición del burka es un discurso de odio.

",2026-02-17T16:03:49.188793+00:00,https://bsky.app/profile/autodefensas.bsky.social/post/3mf2wvszely23,Post,,,0,0,0,0,0,,110,39,46279,"Noticias de actualidad sobre España, Israel y el resto del mundo.  🔔 Otras Plataformas:  📨 Email: autodefensas@proton.me 🐦 X: https://x.com/elrick111 💬 Telegram: https://t.me/autodefensavecinalespana",,2025-05-24T09:06:30.640Z,,False,,prohibición del burka,Castellano,1,antifascismo
elplural.bsky.social,ElPlural,PP y Vox desoyen la doctrina del Tribunal Supremo con su prohibición del burka y el niqab,2026-02-17T15:45:21.461Z,https://bsky.app/profile/elplural.bsky.social/post/3mf2vusqvd42n,Post,,,0,1,1,3,0,,10993,24,21406,📲Únete a nuestra comunidad y mantente informado de toda la actualidad: http://elplural.com,,2024-11-14T11:17:12.474Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
diariodenavarra.bsky.social,Diario de Navarra,Junts no apoya la prohibición del burka que propone Vox y presentará su propia propuesta,2026-02-17T15:24:15.221Z,https://bsky.app/profile/diariodenavarra.bsky.social/post/3mf2up3msni2c,Post,,,0,0,0,0,0,,971,0,24456,Cuenta oficial de Diario de Navarra. Informando desde 1903.,,2024-11-14T16:35:15.131Z,,False,,prohibición del burka,Castellano,0,propuesta
heraldo.es,Heraldo de Aragón,El PSOE elogia que Junts no apoye la prohibición del burka presentada por Vox y se compromete a estudiar la suya heral.do/gc8_01,2026-02-17T15:17:50+00:00,https://bsky.app/profile/heraldo.es/post/3mf2udmuxsy2n,Post,,,0,0,0,0,0,,1125,2,37361,"📰 | Lo mires como lo mires, Heraldo es líder 📲 | Actualidad, historias y mucho más de Aragón 🔗 | www.heraldo.es",,2024-11-18T09:18:11.046Z,,False,,prohibición del burka,Castellano,0,debate social
epe.es,El Periódico de España,Directo | El debate sobre la prohibición del burka y el niqab aterriza en el Congreso tras recorrer varias regiones con suerte dispar,2026-02-17T15:15:38.416Z,https://bsky.app/profile/epe.es/post/3mf2u7ot7qo2g,Post,,,0,0,0,1,0,,6948,80,9833,La suma de voces 🔗 www.epe.es,,2024-11-14T10:35:51.072Z,,False,,prohibición del burka,Castellano,0,debate social
elperiodico.com,El Periódico,El debate sobre la prohibición del burka y el niqab aterriza en el Congreso tras recorrer varias regiones con suerte dispar,2026-02-17T13:52:45.020Z,https://bsky.app/profile/elperiodico.com/post/3mf2pli2wn22u,Post,,,0,0,0,0,0,,7871,8,23811,Entender + | 🔗 elperiodico.com,,2024-11-14T17:45:44.623Z,,False,,prohibición del burka,Castellano,0,debate social
ondacero.es,Onda Cero,"""Qué sentido tiene que el Estado, que las quiera proteger, las multe"", Marta García Aller sobre la prohibición del burka ondace.ro/nba6_2",2026-02-17T12:52:21+00:00,https://bsky.app/profile/ondacero.es/post/3mf2m7hhzsl2i,Post,,,0,1,0,1,0,,3347,9,12342,"📻 Onda Cero, 24 horas de información y entretenimiento. Te mereces esta radio. Tu #radio.  https://www.ondacero.es/",,2024-11-19T08:35:45.404Z,,False,,prohibición del burka,Castellano,0,falta de competencias
disinformationstop.bsky.social,STOP DISINFORMATION Desinformación,"En las universidades públicas este tema del uso del burka o el niqab está a la orden del día.
En España no hay prohibición legal de usarlo en espacios públicos; sin embargo para la identificación en el aula hay reglamentos prohibiendo su uso.
El hijab al no cubrir el rostro si se permite",2026-02-17T11:59:31.259Z,https://bsky.app/profile/disinformationstop.bsky.social/post/3mf2jay25lk27,Post,,,0,1,0,1,0,,925,2875,6037,"Por contar algo: trabajamos en bibliotecas académicas científicas españolas Y somos PhD, ese título que tanto se valora",,2024-12-03T17:03:53.145Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
antroperplejo.bsky.social,Jose Mansilla,"Hoy hemos hablado en clase sobre la polémica de la prohibición del burka en el espacio público y el papel que debería jugar la antropología.

Escribo sobre esto👇

Prohibir el velo para ‘liberar’: cuando la guerra cultural entra en el cuerpo de las mujeres
antroperplejo.wordpress.com/2026/02/17/p...",2026-02-17T11:43:19.846Z,https://bsky.app/profile/antroperplejo.bsky.social/post/3mf2idzmx422m,Post,,,0,2,0,3,0,,1583,467,355,"Antropòleg urbà i professor a la @UAB.cat. 'Somebody's has to look out for the little guy, right?' (Parker, 2017)  https://catalunyaplural.cat/ca/author/jmansilla/",,2024-09-14T11:56:03.708Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
cosmopatico.bsky.social,cosmด้้้้pático 🦋,"No os molesta el burka, os molestan las mujeres moras que hay debajo.

""La prohibición del burka y el niqab sin ningún tipo de actuación complementaria es violencia contra esas mujeres porque lo único que persigue es apartarlas de la vista de los racistas""

www.lasexta.com/el-muro/anto...",2026-02-17T11:28:55.760Z,https://bsky.app/profile/cosmopatico.bsky.social/post/3mf2hkbl3622y,Post,,,0,0,0,2,0,,879,794,4424,Redes... Medios... suena viejuno ¿no? ¿NO?  [Cuenta B],,2024-11-14T09:08:15.577Z,,False,,prohibición del burka,Castellano,-1,rechazo
elpais.com,EL PAÍS,"📺TV EN DIRECTO | Díaz, sobre la propuesta de prohibición del burka: ""La propuesta de las derechas españolas hoy vulnera la Constitución Española en su artículo 14 y 16"" social.elpais.com/jz90o1",2026-02-17T10:59:29.996Z,https://bsky.app/profile/elpais.com/post/3mf2fvnmc7k2a,Post,,,1,3,2,15,0,,163351,127,27282,"La mejor información en español. Con nuestra mirada puesta en España, Europa y América. Suscríbete: https://tinyurl.com/yfbk27jh  Aquí puedes consultar nuestra política de privacidad: https://tinyurl.com/32dnhzc9",,2023-09-21T14:39:53.438Z,,False,,prohibición del burka,Castellano,1,restricción de libertades
orainnoticias.bsky.social,Orain Noticias,"La posible prohibición del burka y el niqab llega al Congreso avalada por el PP y Vox, aunque sin el apoyo de Junts
orain.eus/es/politica/...",2026-02-17T10:45:48.292Z,https://bsky.app/profile/orainnoticias.bsky.social/post/3mf2f55xrxs2p,Post,,,0,0,0,1,0,,490,22,7300,"El nuevo servicio digital de información de EITB. Cercano, riguroso, fiable. #orainnoticias  Whatsapp: https://www.orain.eus/es/whatsapp_enrollment/ Instagram: https://www.instagram.com/orain_noticias/",,2024-11-25T16:40:42.547Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
ondacero.es,Onda Cero,Junts anuncia que no apoya la prohibición del burka que propone Vox y presentará su propia iniciativa ondace.ro/5w_nm2,2026-02-17T10:30:11+00:00,https://bsky.app/profile/ondacero.es/post/3mf2ebadpt72t,Post,,,0,0,0,0,0,,3347,9,12342,"📻 Onda Cero, 24 horas de información y entretenimiento. Te mereces esta radio. Tu #radio.  https://www.ondacero.es/",,2024-11-19T08:35:45.404Z,,False,,prohibición del burka,Castellano,0,estrategia política
elpais.com,EL PAÍS,"📺TV EN DIRECTO | Yolanda Díaz: ""Mientras las derechas se ocupan en la prohibición del burka, las izquierdas se dedican a aprobar medidas para mejorar la vida de la gente"", como la subida del SMI. ""No ha pasado nada, no hemos destruido nada"", ironiza social.elpais.com/jz90o1",2026-02-17T10:28:18.656Z,https://bsky.app/profile/elpais.com/post/3mf2e5uxhs22a,Post,,,0,3,0,14,0,,163351,127,27282,"La mejor información en español. Con nuestra mirada puesta en España, Europa y América. Suscríbete: https://tinyurl.com/yfbk27jh  Aquí puedes consultar nuestra política de privacidad: https://tinyurl.com/32dnhzc9",,2023-09-21T14:39:53.438Z,,False,,prohibición del burka,Castellano,0,debate social
publico.es,Diario Público,"⭕ DIRECTO | El dardo de Yolanda Díaz a Vox: ""Mientras las derechas se dedican a la prohibición del burka, el Gobierno se dedica a aprobar medidas para mejorar la vida de la gente y democratizar la economía""",2026-02-17T10:16:57.032Z,https://bsky.app/profile/publico.es/post/3mf2djkvxe22f,Post,,,1,7,0,21,0,,48395,42,23659,🔴 Periodismo crítico para un público exigente 👉¡Hazte socio/a! Súmate a nuestra comunidad: https://publico.es/unete?tpcc=bk_epaut,,2024-11-15T09:26:09.341Z,,False,,prohibición del burka,Castellano,1,prohibición burka espacios públicos
nosoyrubia.bsky.social,No soy rubia por los pelos.,"No sé como cuadra lo de la prohibición del burka o el niqab con el derecho fundamental recogido en el artículo 16 de nuestra constitución que garantiza la libertad ideológica, religiosa y de culto, tanto a nivel individual como colectivo. 
A mí ambos atuendos me parecen cárceles. Pero prohibir👇",2026-02-17T10:06:53.540Z,https://bsky.app/profile/nosoyrubia.bsky.social/post/3mf2cxlesps2u,Post,,,12,6,0,28,0,,3970,2827,18461,"Ni canto, ni bailo, pero sí que me pierdo. Reposteadora compulsiva. Siempre despeinada y soy más de salao. La moda es mi vicio. No me enviéis DM no solicitados, por favor y gracias. Hyperwoke.🏳️‍🌈🏳️‍⚧️ Bienvenidos. Se os quiere.",,2023-10-28T20:33:06.286Z,,False,,prohibición del burka,Castellano,0,libertad de expresión
er-jubilus-tanjah.bsky.social,ER-JUBILUS 🔻,"PP y Vox desoyen la doctrina del Tribunal Supremo con su prohibición del burka y el niqab
www.elplural.com/politica/esp...",2026-02-17T09:45:53.286Z,https://bsky.app/profile/er-jubilus-tanjah.bsky.social/post/3mf2brziwvk2q,Post,,,0,2,0,1,0,,1165,752,6737,Comparto opiniones y Critico como to dios. SIENTO NÁUSEAS CUANDO HUELO A FACHERIO 🤮,,2024-11-16T22:33:54.228Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
theobjective-es.bsky.social,THE OBJECTIVE,"Junts rechaza apoyar la prohibición del burka que propone Vox y presentará una propia.

theobjective.com/espana/polit...",2026-02-17T09:40:00.926Z,https://bsky.app/profile/theobjective-es.bsky.social/post/3mf2bhkorf72l,Post,,,0,0,0,0,0,,467,8,23387,Noticias exclusivas y opiniones libres en abierto. Contáctenos: info@theobjective.com WhatsApp: https://lc.cx/dS5fSy Telegram: http://t.me/elliberal,,2024-12-02T18:35:01.645Z,,False,,prohibición del burka,Castellano,-1,rechazo
jedirepublicano.bsky.social,𝕵𝖊𝖉í 𝕽𝖊𝖕𝖚𝖇𝖑𝖎𝖈𝖆𝖓𝖔🔻🔴🟡🟣,Junts no apoya la prohibición del burka que propone Vox y presentará su propia propuesta www.infolibre.es/1_20c1e5,2026-02-17T09:37:44.801Z,https://bsky.app/profile/jedirepublicano.bsky.social/post/3mf2bdhnjs22e,Post,,,0,0,0,0,0,,1986,1900,55364,,,2024-11-20T11:01:03.270Z,,False,,prohibición del burka,Castellano,-1,rechazo
elpais.com,EL PAÍS,La prohibición del burka y el niqab en espacios públicos es un viejo debate en Cataluña. Las iniciativas para vetarlos han fracasado porque se han planteado desde el ámbito municipal y han topado con un problema de falta de competencias ,2026-02-17T09:35:51+00:00,https://bsky.app/profile/elpais.com/post/3mf2ba3dmwj24,Post,,,6,4,2,7,0,,163351,127,27282,"La mejor información en español. Con nuestra mirada puesta en España, Europa y América. Suscríbete: https://tinyurl.com/yfbk27jh  Aquí puedes consultar nuestra política de privacidad: https://tinyurl.com/32dnhzc9",,2023-09-21T14:39:53.438Z,,False,,prohibición del burka,Castellano,0,falta de competencias
infolibre.es,infoLibre,"Junts no apoya la prohibición del burka que propone Vox y presentará su propia propuesta
",2026-02-17T09:26:24.852968Z,https://bsky.app/profile/infolibre.es/post/3mf2ap7glmk2h,Post,,,3,0,0,4,0,,30311,141,12361,Información libre e independiente. Apuesta por el periodismo de calidad. ¡Hazte socia y actúa! 👉 https://usuarios.infolibre.es/hazte_socio/,,2024-11-14T12:48:41.775Z,,False,,prohibición del burka,Castellano,0,propuesta
manniesque.bsky.social,manniesque,"Este ejemplo, o el de cómo la prohibición del burka puede ser contraproducente, reflejan muy bien cómo de complejo puede ser un tema. Y que, casi siempre, hay que elegir un ""mal menor"".
Pero aceptamos peor la complejidad cada día, creo.
Están de moda los enfoques sencillos (=ultraderecha).",2026-02-17T09:17:00.782Z,https://bsky.app/profile/manniesque.bsky.social/post/3mf2a6fb5gs2m,Post,,,0,0,0,2,0,,234,222,4079,Wine mom wannabe,,2024-11-06T17:38:32.981Z,,False,,prohibición del burka,Castellano,0,complejidad
ultimahora.es,Ultima Hora Mallorca,Junts no apoya la prohibición del burka que propone Vox y presentará su propia propuesta www.ultimahora.es/noticias/nac...,2026-02-17T09:16:14.936Z,https://bsky.app/profile/ultimahora.es/post/3mf2a4zjyy22f,Post,,,0,0,0,0,0,,1232,52,34575,"Ultima Hora, desde 1893, el diario líder de Baleares.  ➡️ https://www.ultimahora.es/",,2024-11-20T09:47:15.369Z,,False,,prohibición del burka,Castellano,0,prohibición burka
fernandogil.bsky.social,Fernando Gil,"No entiendo como el PSOE, feminista y progresista, se ha dejado arrebatar por Vox lo de la prohibición del burka y el hiyab.",2026-02-17T09:02:18.740Z,https://bsky.app/profile/fernandogil.bsky.social/post/3mf27e43cds2v,Post,,,0,0,0,0,0,,134,378,412,"Comunicación Corporativa y Cultural / Guionista y Realizador audiovisual / Ahora, muy ocupado de jubilado.",,2024-11-14T15:56:54.622Z,,False,,prohibición del burka,Castellano,1,falta de competencias
kautskyrenegado.bsky.social,,"Apoyarán la prohibición del burka en lugares públicos?. En Francia, Melenchon lo apoyó.",2026-02-17T09:02:08.558Z,https://bsky.app/profile/kautskyrenegado.bsky.social/post/3mf27dsekyc2c,Post,,,0,0,0,0,0,,71,88,199,"Abogado, Periodista, Jubilado, woke, boomer.Antifacista.",,2024-11-16T15:30:31.681Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
anakrix.bsky.social,Anakrix,"La prohibición del burka fue mucho tiempo una exigencia de la izquierda. No sé bien en qué momento dejó de serlo. Y creo que es un error, porque el monopolio de ese tema se lo ha quedado la extrema derecha, cuando yo creo que es una cuestión de derechos humanos y de feminismo.",2026-02-17T08:40:00.215Z,https://bsky.app/profile/anakrix.bsky.social/post/3mf2647kqzk2d,Post,,,1,0,0,1,0,,472,378,4130,"He visto naves más allá de Orión. Y me he vuelto para casa, que refrescaba.",,2023-11-04T06:59:26.818Z,,False,,prohibición del burka,Castellano,0,opción
abc.es,ABC.es,Junts registra un proyecto de ley sobre la prohibición del burka para evitar apoyar el de Vox,2026-02-17T08:38:12.861Z,https://bsky.app/profile/abc.es/post/3mf25yzupal2o,Post,,,0,0,0,0,0,,885,1,33292,"Somos ABC, tu periódico 📰 📸 http://instagram.com/abc_diario ⬛ http://Tiktok.com/@abc.es  ➡ LinkedIn http://ver.abc.es/gzpmg 🟦 Facebook https://facebook.com/ABCes",,2024-11-21T08:50:17.570Z,,False,,prohibición del burka,Castellano,0,estrategia política
electomania.es,EM-electomania.es,"𝗘𝗹 𝗱𝗲𝗯𝗮𝘁𝗲 𝘀𝗼𝗯𝗿𝗲 𝗹𝗮 𝗽𝗿𝗼𝗵𝗶𝗯𝗶𝗰𝗶𝗼́𝗻 𝗱𝗲𝗹 𝗯𝘂𝗿𝗸𝗮 𝘆 𝗻𝗶𝗾𝗮𝗯 𝗲𝗻 𝗲𝘀𝗽𝗮𝗰𝗶𝗼𝘀 𝗽𝘂́𝗯𝗹𝗶𝗰𝗼𝘀 𝗮𝘁𝗲𝗿𝗿𝗶𝘇𝗮 𝗵𝗼𝘆 𝗲𝗻 𝗲𝗹 𝗖𝗼𝗻𝗴𝗿𝗲𝘀𝗼 a iniciativa de Vox 🥦 y con el apoyo del PP 💧

🌷 Sumar votará en contra y la tacha de “retrógrada”.

🍈 Junts mantiene la incógnita sobre su posición.

👇
electomania.es/el-debate-so...",2026-02-17T08:23:09.677Z,https://bsky.app/profile/electomania.es/post/3mf25645xu724,Post,,,0,0,1,2,0,,10057,1137,8400,Mucho más que encuestas ➕📊. Victory Award 2018. A la JEC no le gustan nuestros emojis 🌹💧🥦🟣. info@electomania.es https://t.me/electomania,,2023-11-19T10:21:28.806Z,,False,,prohibición del burka,Castellano,0,debate social
autodefensas.bsky.social,👁️‍🗨️SigWar_OpX📡Δ,"Vox y el PP impulsarán en el Congreso un debate sobre la prohibición del burka. El Pleno votará…

",2026-02-17T08:21:05.596817+00:00,https://bsky.app/profile/autodefensas.bsky.social/post/3mf252flopo22,Post,,,0,0,0,0,0,,110,39,46279,"Noticias de actualidad sobre España, Israel y el resto del mundo.  🔔 Otras Plataformas:  📨 Email: autodefensas@proton.me 🐦 X: https://x.com/elrick111 💬 Telegram: https://t.me/autodefensavecinalespana",,2025-05-24T09:06:30.640Z,,False,,prohibición del burka,Castellano,0,debate social
www.eldebate.com,El Debate,"🧕🚫 Los precedentes judiciales que avalan la prohibición del burka en los lugares públicos

Vox ha presentado una Proposición de Ley para prohibir el burka y el niqab en lugares públicos y el PP ha adelantado que votará a favor",2026-02-17T08:19:09Z,https://bsky.app/profile/www.eldebate.com/post/3mf24wwtcv62d,Post,,,0,0,0,0,0,,407,1,27069,"Periódico español, profesional, independiente, respetuoso y con valores. Fundado en 1910. Tu diario en abierto. Síguenos en Telegram: http://t.me/eldebatecom",,2024-11-18T13:28:33.347Z,,False,,prohibición del burka,Castellano,1,prohibición burka
manoloperezd.bsky.social,Manolo Pérez,"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP
elpais.com/espana/2026-...",2026-02-17T08:18:30.662Z,https://bsky.app/profile/manoloperezd.bsky.social/post/3mf24vrqqvk2x,Post,,,0,0,0,0,0,,170,186,2748,"Manchego (nací en #Tomelloso). Racionalista. Anduve por el mundo y ya estoy de vuelta. ¡Ah!, por supuesto, no soy objetivo. Faltaría más. #mientras_observo",,2024-11-15T11:14:38.837Z,,False,,prohibición del burka,Castellano,-1,rechazo
alav2024.bsky.social,Pep_alava,"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP
elpais.com/espana/2026-...",2026-02-17T08:02:17.356Z,https://bsky.app/profile/alav2024.bsky.social/post/3mf23yrjrrs2n,Post,,,0,0,0,0,0,,250,286,35521,,,2024-11-15T21:15:20.929Z,,False,,prohibición del burka,Castellano,-1,rechazo
jedirepublicano.bsky.social,𝕵𝖊𝖉í 𝕽𝖊𝖕𝖚𝖇𝖑𝖎𝖈𝖆𝖓𝖔🔻🔴🟡🟣,"PP y Vox votan en el Congreso este martes la prohibición del burka y el niqab en espacios públicos
www.elplural.com/politica/esp...",2026-02-17T08:00:21.005Z,https://bsky.app/profile/jedirepublicano.bsky.social/post/3mf23vckzr22p,Post,,,0,0,0,0,0,,1986,1900,55364,,,2024-11-20T11:01:03.270Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
jedirepublicano.bsky.social,𝕵𝖊𝖉í 𝕽𝖊𝖕𝖚𝖇𝖑𝖎𝖈𝖆𝖓𝖔🔻🔴🟡🟣,"PP y Vox desoyen la doctrina del Tribunal Supremo con su prohibición del burka y el niqab
www.elplural.com/politica/esp...",2026-02-17T07:58:29.217Z,https://bsky.app/profile/jedirepublicano.bsky.social/post/3mf23rxxjs22p,Post,,,0,0,0,0,0,,1986,1900,55364,,,2024-11-20T11:01:03.270Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
deiabot.bsky.social,DEIA,El debate sobre la prohibición del burka llega este martes al Congreso,2026-02-17T07:46:58.441Z,https://bsky.app/profile/deiabot.bsky.social/post/3mf235gyhmy2l,Post,,,0,0,1,0,0,,446,1,29050,Bot de la edición online del periódico DEIA - Noticias de Bizkaia. Última hora y noticias más destacadas  Creado por: @iortizdezarate.com,,2024-10-01T14:08:42.907Z,,False,,prohibición del burka,Castellano,0,debate social
huffingtonpost.es,El HuffPost,"La prohibición del burka y el nicab, a debate en el Congreso: qué plantea la iniciativa de Vox y qué puede ocurrir dozz.es/tabcd4",2026-02-17T07:31:55+00:00,https://bsky.app/profile/huffingtonpost.es/post/3mf22cif2wz25,Post,,,0,0,0,0,0,,8626,165,17478,,,2024-11-14T08:25:38.483Z,,False,,prohibición del burka,Castellano,0,prohibición burka
elplural.bsky.social,ElPlural,PP y Vox votan en el Congreso este martes la prohibición del burka y el niqab en espacios públicos,2026-02-17T07:21:36.460Z,https://bsky.app/profile/elplural.bsky.social/post/3mezzq236ho23,Post,,,3,1,1,2,0,,10993,24,21406,📲Únete a nuestra comunidad y mantente informado de toda la actualidad: http://elplural.com,,2024-11-14T11:17:12.474Z,,False,,prohibición del burka,Castellano,0,prohibición burka espacios públicos
acvallejo.bsky.social,Cristina Vallejo,"Importante: la prohibición del burka que promueve la ultraderecha no pone el foco en la libertad de las mujeres, sino en que quien viene aquí tiene, según ellos, que adaptarse a ""nuestra cultura"" (que para ellos es la cristiano-católica y excluyente, en la que no cabe nadie más).",2026-02-17T07:18:18.401Z,https://bsky.app/profile/acvallejo.bsky.social/post/3mezzk4ubjc2e,Post,,,1,0,0,1,0,,455,414,750,"Periodista, licenciada en Sociología y estudiando Antropología Reportajeando soy feliz Burgos-Madrid-Málaga En Diario SUR https://www.diariosur.es/autor/cristina-vallejo-2968.html",,2024-11-14T13:49:45.028Z,,False,,prohibición del burka,Castellano,-1,rechazo de imposición cultural
es-noticias.bsky.social,,"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP | España

https://www.europesays.com/es/401697/

El PP busca elementos de enganche con Vox, en un momento en que el futuro de los populares…",2026-02-17T07:00:25+00:00,https://bsky.app/profile/es-noticias.bsky.social/post/3mezyk6oe2k2h,Post,,,0,0,0,0,0,,82,4,74963,,,2025-08-27T06:51:58.297Z,,False,,prohibición del burka,Castellano,0,estrategia política
mgavir.bsky.social,Mauri,"El Gobierno rechaza la prohibición del burka impulsada por Vox y PP
elpais.com/espana/2026-... ¿cuantas personas llevan estos atuendos? No se los datos, pero de cien una? No lo se.... creo que la derecha quiere generar ruido donde no lo hay. Eso sí, propuestas que mejoren la vida a todos, NINGUNA.",2026-02-17T06:52:59.908Z,https://bsky.app/profile/mgavir.bsky.social/post/3mezy4uokx22z,Post,,,0,0,0,0,0,,298,304,1436,Progresista y feminista. Creo en la  igualdad y la justicia social e intento defenderlas. Amante de la lectura.,,2024-11-17T18:36:17.228Z,,False,,prohibición del burka,Castellano,1,rechazo de imposición cultural
inigoaduriz.bsky.social,Iñigo Aduriz,"Doble represión para las mujeres: cierta corriente de la religión musulmana (machista, como todas) que les obliga a llevar burka y la prohibición del burka que les obligan a llevar

El Supremo alertó del riesgo de aislamiento de las mujeres 
www.eldiario.es/politica/sup...",2026-02-17T06:35:25.197Z,https://bsky.app/profile/inigoaduriz.bsky.social/post/3mezx5gthnc2b,Post,,,3,5,0,5,0,,6190,798,1796,Kazetaria / Periodista. Jefe de sección de Política en elDiario.es,,2023-11-02T09:13:18.490Z,,False,,prohibición del burka,Castellano,1,sometimiento de las mujeres
elpais.com,EL PAÍS,"El PP busca elementos de enganche con Vox. Y ha encontrado uno: la prohibición del uso del burka y el niqab en espacios públicos. Los dos partidos del Gobierno, PSOE y Sumar, anticipan su rechazo",2026-02-17T06:24:14.316Z,https://bsky.app/profile/elpais.com/post/3mezwjgzoj226,Post,,,3,1,4,11,0,,163351,127,27282,"La mejor información en español. Con nuestra mirada puesta en España, Europa y América. Suscríbete: https://tinyurl.com/yfbk27jh  Aquí puedes consultar nuestra política de privacidad: https://tinyurl.com/32dnhzc9",,2023-09-21T14:39:53.438Z,,False,,prohibición del burka,Castellano,0,estrategia política
ultimahora-esp.masto.news.ap.brid.gy,Última Hora en España,"La prohibición del burka que impulsan Vox y PP divide al Congreso
:elpais: https://elpais.com/espana/2026-02-17/el-gobierno-rechaza-la-prohibicion-del-burka-que-impulsan-pp-y-vox.html",2026-02-17T05:12:39.000Z,https://bsky.app/profile/ultimahora-esp.masto.news.ap.brid.gy/post/3mezsjmmizzu2,Post,,,0,0,0,0,0,,26,0,7480,"Últimas noticias publicadas por los medios en España, tan pronto como suceden.  ⚠️ Bot en pruebas ⚠️  Quizá los medios no estén en Mastodon. Las noticias, sí.  [bridged from https://masto.news/@ultimahora_esp on the fediverse by https://fed.brid.gy/ ]",,2025-06-02T06:56:58.540Z,,False,,prohibición del burka,Castellano,0,debate social
erlolo.bsky.social,,"@xabierfortes.bsky.social la prohibición del burka y nikab, no va ha hacer que, los que imponen su uso a las mujeres, vayan a permitir que salgan sin el. Probablemente signifique que esas mujeres perderán el derecho a salir a la calle.",2026-02-16T23:15:12.004Z,https://bsky.app/profile/erlolo.bsky.social/post/3mez6kbapvk25,Post,,,0,0,0,0,0,,0,1,48,,,2026-02-03T19:54:45.946Z,,False,,prohibición del burka,Castellano,-1,rechazo de imposición cultural
arrioti.bsky.social,Tlacatecolote (Owl-Man),"Última hora de la INFAMIA:
...PP se suma a Vox para impulsar la prohibición del burka y el niqab en España...
www.libertaddigital.com/espana/polit...
Este es el infame PACTO DE LA VERGÜENZA y del odio a los Otros, a la minoría, siempre a los más débiles...",2026-02-16T21:12:19.203Z,https://bsky.app/profile/arrioti.bsky.social/post/3meyxojz2nc2c,Post,,,0,1,0,2,0,,2474,5443,3953,"Nigromante, Lector impío, Cazador de Nubes",,2024-09-11T15:27:30.624Z,,False,,prohibición del burka,Castellano,-1,rechazo de imposición cultural
elaia.bsky.social,Elaia 🍂,"Antes de entrar si quiera al tema de la prohibición del ""velo"", o no, habría que entender de qué estamos hablando 

Porque aquí se confunden hijab ( pañuelo ), niqab y burka como si fueran lo mismo y me da que es a propósito",2026-02-16T20:51:08.109Z,https://bsky.app/profile/elaia.bsky.social/post/3meywinrwac2e,Post,,,3,1,0,7,0,,980,594,11524,"LG(TB) Historia, cosmocosas, Enanos, romanos de los orientales, mucho videojuego, ansiedad social y marxismo-pusheenismo  Orereta-EH/Basque Country  Elite Dangerous: CMDR Elai Izar",,2023-09-19T08:30:07.332Z,,False,,prohibición del burka,Castellano,0,confusión
larazonlr.bsky.social,La Razón,"Junts mantiene la incógnita sobre el apoyo a la prohibición del burka y el niqab



🗳️ El apoyo a la Proposición de Ley registrada por la formación de Santiago Abascal en el Congreso de los Diputados para prohibir el burka y el niqab en los espacios públicos no se resolverá hasta la votación.",2026-02-16T18:43:14.968Z,https://bsky.app/profile/larazonlr.bsky.social/post/3meypdzj3lf26,Post,,,1,1,0,0,0,,2127,31,58057,"📰 Noticias de actualidad, información de calidad, últimas horas y exclusivas 📲 Síguenos en nuestro canal de WhatsApp ➡️ http://lrzn.es/n0owe 🔗 larazon.es  ",,2024-11-18T11:26:54.946Z,,False,,prohibición del burka,Castellano,0,debate social
maximodaza.bsky.social,M.D.R,"PPVOX quieren prohibir la utilización del burka y niqab en los espacios públicos y, yo me pregunto si tambien pedirán la prohibición de",2026-02-16T17:56:18.198Z,https://bsky.app/profile/maximodaza.bsky.social/post/3meympztffs25,Post,,,2,8,0,16,0,,2534,5136,4155,Socialista,,2024-11-17T00:06:06.829Z,,False,,prohibición del burka,Castellano,-1,rechazo de imposición cultural
ondacero.es,Onda Cero,"Elisa Beni defiende la prohibición del burka en España: ""Es una cárcel de tela"" ondace.ro/h7wkj1",2026-02-16T16:05:39+00:00,https://bsky.app/profile/ondacero.es/post/3meygk6g7fs2a,Post,,,0,0,0,1,0,,3347,9,12342,"📻 Onda Cero, 24 horas de información y entretenimiento. Te mereces esta radio. Tu #radio.  https://www.ondacero.es/",,2024-11-19T08:35:45.404Z,,False,,prohibición del burka,Castellano,1,prohibición burka
